location	TU ID	Sense tags	Annotation	Antisense tags
Chr	TU1399	NA	NA	sll0843
Chr	TU1398	sll0843	unknown protein	NA
Chr	TU1400	NA	NA	sll0842
Chr	TU1401	NA	NA	sll0842
Chr	TU1403	slr0864	ABC transporter	sll0842
Chr	TU1402	sll0842	neopullulanase	slr0864
Chr	TU1404	slr0865	hypothetical protein	NA
Chr	TU1406	NA	NA	sll0837; sll0838; sll0839
Chr	TU1405	sll0837; sll0838; sll0839	periplasmic protein; function unknown ; orotidine 5' monophosphate decarboxylase ; hypothetical protein	slr0865
Chr	TU1408	NA	NA	ssl1577
Chr	TU1409	slr0869; slr0870; slr0871; ssr1473; slr0872	hypothetical protein ; hypothetical protein ; unknown protein ; hypothetical protein ; hypothetical protein	sll1165; ssl1577
Chr	TU1407	ssl1577	hypothetical protein	slr0869; slr0870; slr0871; ssr1473; slr0872
Chr	TU1410	NA	NA	slr0869; slr0870; slr0871; ssr1473; slr0872
Chr	TU1411	NA	NA	slr0869; slr0870; slr0871; ssr1473; slr0872
Chr	TU1412	sll1165	DNA mismatch repair protein 	NA
Chr	TU1413	NA	NA	sll1165
Chr	TU1414	NA	NA	sll1165
Chr	TU1416	NA	NA	NA
Chr	TU1417	slr1243	unknown protein	sll1159; sll1160; sll1161; sll1162; sll1163; sll1164; sll1165
Chr	TU1415	NA	NA	slr1243
Chr	TU1418	sll1165	DNA mismatch repair protein MutS	slr1243
Chr	TU1419	NA	NA	slr1243
Chr	TU1420	sll1159; sll1160; sll1161; sll1162; sll1163; sll1164	probable bacterioferritin comigratory protein ; hypothetical protein ; probable adenylate cyclase ; hypothetical protein ; unknown protein ; hypothetical protein	slr1243
Chr	TU1421	ssr2078; slr1246	putative transposase [ISY802_b] ; putative transposase [ISY802_b]	NA
Chr	TU1422	NA	NA	ssr2078; slr1246
Chr	TU1423	NA	NA	ssr2078; slr1246
Chr	TU1424	NA	NA	ssr2078; slr1246
Chr	TU1425	NA	NA	ssr2078; slr1246
Chr	TU1426	sll1155; sll1156; sll1157	hypothetical protein ; putative transposase [ISY120_b] ; putative transposase [ISY120_b]	NA
Chr	TU1427	sll1154	quinolene resistance protein NorA	NA
Chr	TU1428	slr1247; slr1248; slr1249; slr1250	phosphate-binding periplasmic protein precursor (P BP) ; phosphate transport system permease protein PstC h omolog ; phosphate transport system permease protein PstA h omolog ; phosphate transport ATP-binding protein PstB homol og	ssl2296
Chr	TU1430	slr1251	peptidyl-prolyl cis-trans isomerase	ssl2296
Chr	TU1429	ssl2296	pterin-4-alpha-carbinolamine dehydratase	slr1247; slr1248; slr1249; slr1250; slr1251
Chr	TU1432	NA	NA	ncl0600; sll1151
Chr	TU1433	NA	NA	ncl0600; sll1151
Chr	TU1431	ncl0600; sll1151	ncRNA; unknown protein	NA
Chr	TU1435	ssr2087	hypothetical protein	sll1150; ncl0610
Chr	TU1434	NA	NA	ssr2087
Chr	TU1437	slr1253	unknown protein	sll1150; ncl0610
Chr	TU1436	sll1150; ncl0610	hypothetical protein ; ncRNA	ssr2087; slr1253
Chr	TU1438	slr1254; slr1255	phytoene dehydrogenase (phytoene desaturase) ; phytoene synthase	sll1147; ncl0620
Chr	TU1439	NA	NA	slr1254; slr1255
Chr	TU1440	ncl0620	NA	slr1254; slr1255
Chr	TU1441	sll1147	glutathione S-transferase	slr1254; slr1255
Chr	TU1442	slr1256; 6803t14	urease gamma subunit ; tRNA-OTHER	NA
Chr	TU1443	NA	NA	slr1257
Chr	TU1444	NA	NA	slr1257
Chr	TU1445	slr1258	unknown protein	NA
Chr	TU1446	slr1259; slr1260; slr1261; slr1262	hypothetical protein ; hypothetical protein ; hypothetical protein ; hypothetical protein	NA
Chr	TU1448	slr1263	hypothetical protein	sll1961
Chr	TU1447	NA	NA	slr1259; slr1260; slr1261; slr1262; slr1263
Chr	TU1449	sll1961	hypothetical protein	slr1263
Chr	TU1450	sll1960	hypothetical protein	NA
Chr	TU1451	sll1958; sll1959	histidinol phosphate aminotransferase ; probable inositol monophosphatase	NA
Chr	TU1452	sll1957	arsenical resistance operon repressor	NA
Chr	TU1453	NA	NA	NA
Chr	TU1454	slr2057; ncr0530	water channel protein ; ncRNA	NA
Chr	TU1455	ncr0540; slr2058; slr2059; slr2060	ncRNA; DNA topoisomerase I ; iron-sulfur cluster binding protein homolog ; hypothetical protein	Norf5
Chr	TU1456	NA	NA	ncr0540; slr2058; slr2059; slr2060
Chr	TU1457	Norf5	NA	ncr0540; slr2058; slr2059; slr2060
Chr	TU1458	sll1956	hypothetical protein	NA
Chr	TU1459	NA	NA	ncr0550
Chr	TU1460	slr2062; ncr0560	transposase; IS605 OrfB family; ncRNA	NA
Chr	TU1461	NA	NA	slr2062; ncr0560
Chr	TU1462	NA	NA	sll1951
Chr	TU1464	NA	NA	sll1951
Chr	TU1463	sll1951	hemolysin	NA
Chr	TU1465	NA	NA	NA
Chr	TU1466	NA	NA	NA
Chr	TU1468	NA	NA	sll1949; sll1950
Chr	TU1467	sll1950	Methyltransferase FkbM domain	NA
Chr	TU1469	sll1949	unknown protein	NA
Chr	TU1471	ncr0570	NA	ncl0640
Chr	TU1470	ncl0640	NA	ncr0570
Chr	TU1472	slr2067; slr1986; ssr3383; SyR2	allophycocyanin alpha subunit ; allophycocyanin beta subunit ; phycobilisome small core linker polypeptide ; ncRNA	sll1908; sll1909
Chr	TU1474	NA	NA	sll1908; sll1909
Chr	TU1475	NA	NA	sll1908; sll1909
Chr	TU1473	sll1908; sll1909	D-3-phosphoglycerate dehydrogenase ; probable methyltransferase	slr2067; slr1986; ssr3383; SyR2
Chr	TU1476	slr1990; slr1991	hypothetical protein ; adenylate cyclase	NA
Chr	TU1477	slr1992	glutathione peroxidase	NA
Chr	TU1478	slr1993; slr1994	PHA-specific beta-ketothiolase ; PHA-specific acetoacetyl-CoA reductase	sll1906
Chr	TU1479	sll1906	bacteriochlorophyll synthase subunit	slr1993; slr1994
Chr	TU1480	sll1905	hybrid sensory kinase	slr1998
Chr	TU1481	NA	NA	slr1998
Chr	TU1482	slr1999; slr2000	hypothetical protein ; hypothetical protein	NA
Chr	TU1483	NA	NA	slr2000
Chr	TU1484	NA	NA	slr2000
Chr	TU1485	slr2001	cyanophycinase	NA
Chr	TU1486	NA	NA	slr2001
Chr	TU1488	slr2002; slr2003	cyanophycin synthetase ; hypothetical protein	sll1902
Chr	TU1487	NA	NA	slr2001; slr2002; slr2003
Chr	TU1489	sll1902	hypothetical protein	NA
Chr	TU1490	ssr3402; slr2004; slr1712	unknown protein ; periplasmic protein; function unknown ; hypothetical protein	NA
Chr	TU1491	NA	NA	sll1615
Chr	TU1492	sll1614	cation-transporting ATPase E1-E2 ATPase	NA
Chr	TU1493	NA	NA	NA
Chr	TU1494	ncl0650; sll1613	ncRNA; unknown protein	NA
Chr	TU1495	NA	NA	sll1612
Chr	TU1496	sll1611; sll1612	unknown protein ; folylpolyglutamate synthase	NA
Chr	TU1498	slr1715; slr1716	putative transposase [ISY100_m] ; putative transposase [ISY100_m]	ncl0660; sll1608; sll1609
Chr	TU1497	ncl0660; sll1608; sll1609	ncRNA; hypothetical protein ; hypothetical protein	slr1715; slr1716
Chr	TU1499	NA	NA	NA
Chr	TU1501	NA	NA	ssl3142
Chr	TU1500	ssl3142	unknown protein	NA
Chr	TU1502	slr1717	hypothetical protein	sll1605; sll1606
Chr	TU1503	sll1605; sll1606	(3R)-hydroxymyristol acyl carrier protein dehydras e ; hypothetical protein	slr1717
Chr	TU1505	slr1718	2-phosphosulfolactate phosphatase	NA
Chr	TU1504	NA	NA	slr1718
Chr	TU1506	slr1719; slr1720; slr1721	DrgA protein homolog ; aspartyl-tRNA synthetase ; hypothetical protein	NA
Chr	TU1507	NA	NA	slr1719; slr1720; slr1721
Chr	TU1508	slr1722	inosine 5-monophosphate dehydrogenase	NA
Chr	TU1509	slr1723	lactose ABC transporter permease	sll1601
Chr	TU1510	NA	NA	sll1601
Chr	TU1511	NA	NA	sll1601
Chr	TU1512	NA	NA	sll1601
Chr	TU1513	slr1724	hypothetical protein	ssl3127
Chr	TU1514	NA	NA	slr1724
Chr	TU1515	NA	NA	sll1600
Chr	TU1516	ssr2899	putative transposase 	NA
Chr	TU1517	ncr0580	NA	sll1595; sll1596
Chr	TU1519	NA	NA	ncl0680
Chr	TU1518	ncl0680	NA	NA
Chr	TU1520	slr1726	unknown protein	ncl0690; sll1594
Chr	TU1522	NA	NA	ncl0690; sll1594
Chr	TU1523	ncr0590	NA	ncl0690; sll1594
Chr	TU1521	ncl0690; sll1594	ncRNA; ndhF3 operon transcriptional regulator; LysR famil y protein	slr1726; ncr0590
Chr	TU1524	slr1727	Na+.H+ exchanger	sll1592
Chr	TU1525	sll1590	sensory transduction histidine kinase	NA
Chr	TU1526	slr1728; slr1729; ssr2912; slr1730	potassium-transporting P-type ATPase A chain ; potassium-transporting P-type ATPase B chain ; unknown protein ; potassium-transporting P-type ATPase C chain	NA
Chr	TU1527	NA	NA	slr1728; slr1729; ssr2912; slr1730
Chr	TU1528	NA	NA	slr1731
Chr	TU1530	NA	NA	NA
Chr	TU1529	NA	NA	NA
Chr	TU1531	sll1586	unknown protein 	NA
Chr	TU1533	NA	NA	NA
Chr	TU1532	NA	NA	NA
Chr	TU1535	NA	NA	sll1586
Chr	TU1536	NA	NA	sll0254; sll1586
Chr	TU1534	sll1586	unknown protein	NA
Chr	TU1537	NA	NA	NA
Chr	TU1539	NA	NA	sll0254
Chr	TU1538	sll0254	probable phytoene dehydrogenase Rieske iron-sul fur component	NA
Chr	TU1540	sll0253	hypothetical protein 	NA
Chr	TU1541	slr0260	cob(I)yrinic acid a;c-diamide adenosyltransferase	ssl0467
Chr	TU1542	ssl0467	unknown protein	slr0260
Chr	TU1544	NA	NA	sll0252
Chr	TU1543	sll0252	unknown protein	NA
Chr	TU1546	slr0261; slr0262; slr0263; slr0264	NADH dehydrogenase subunit 7 ; unknown protein ; hypothetical protein ; hypothetical protein	ncl0700
Chr	TU1545	ncl0700	NA	slr0261; slr0262; slr0263; slr0264
Chr	TU1547	NA	NA	slr0261; slr0262; slr0263; slr0264
Chr	TU1548	NA	NA	slr0261; slr0262; slr0263; slr0264
Chr	TU1549	slr0265	transposase	NA
Chr	TU1550	NA	NA	slr0265
Chr	TU1551	NA	NA	slr0265
Chr	TU1552	NA	NA	ssl0461; sll0250
Chr	TU1553	NA	NA	NA
Chr	TU1554	ssl0461; sll0250	hypothetical protein ; pantothenate metabolism flavoprotein	NA
Chr	TU1555	sll0248; sll0249	flavodoxin ; hypothetical protein	NA
Chr	TU1557	NA	NA	sll0247
Chr	TU1556	sll0247	iron-stress chlorophyll-binding protein	NA
Chr	TU1558	NA	NA	slr0267
Chr	TU1559	sll0245	GTP-dependent nucleic acid-binding protein EngD	NA
Chr	TU1560	NA	NA	NA
Chr	TU1561	sll0244	UDP-glucose-4-epimerase	NA
Chr	TU1563	slr0270	hypothetical protein	ssl0452; ssl0453
Chr	TU1562	ssl0452; ssl0453	phycobilisome degradation protein NblA ; phycobilisome degradation protein NblA	slr0269; slr0270
Chr	TU1564	NsiR5	NA	NA
Chr	TU1565	slr0271; slr0272; slr0273	unknown protein ; unknown protein ; unknown protein	sll0242; sll0243
Chr	TU1566	NA	NA	slr0271; slr0272; slr0273
Chr	TU1567	sll0242; sll0243	unknown protein ; unknown protein	slr0271; slr0272; slr0273
Chr	TU1568	NA	NA	sll0241
Chr	TU1570	slr2079	putative glutaminase 	NA
Chr	TU1569	sll0236; ssl0438; sll0237; sll0238; sll0240; sll0241	unknown protein ; similar to 50S ribosomal protein L12 ; unknown protein ; unknown protein ; ABC transporter ATP-binding protein ; unknown protein	slr2079
Chr	TU1571	ssr3532; slr2080; slr2081	unknown protein ; hypothetical protein ; prephenate dehydrogenase	NA
Chr	TU1573	slr2082; slr2083; slr2084	cytochrome c oxidase subunit I ; cytochrome c oxidase subunit III ; hypothetical protein	sll1988
Chr	TU1572	NA	NA	slr2082; slr2083; slr2084
Chr	TU1574	NA	NA	slr2082; slr2083; slr2084
Chr	TU1576	NA	NA	sll1988
Chr	TU1577	NA	NA	sll1988
Chr	TU1575	sll1988	heat shock protein 33	slr2082; slr2083; slr2084
Chr	TU1579	NA	NA	sll1987
Chr	TU1580	NA	NA	sll1987
Chr	TU1581	NA	NA	sll1987
Chr	TU1578	sll1987	catalase HPI	NA
Chr	TU1582	NA	NA	NA
Chr	TU1583	slr2087	c-type cytochrome biogenesis protein Ccs1	NA
Chr	TU1584	NA	NA	slr2087
Chr	TU1585	slr2088; slr2089	acetohydroxy acid synthase ; squalene-hopene-cyclase	NA
Chr	TU1587	6803t15	NA	NA
Chr	TU1586	NA	NA	slr2088; slr2089; 6803t15
Chr	TU1588	NA	NA	sll1983; sll1984; sll1985
Chr	TU1589	sll1983; sll1984; sll1985	putative transposase [ISY100_n] ; putative transposase [ISY100_n] ; putative transposase [ISY352_c1]	NA
Chr	TU1590	sll1982	transposase	NA
Chr	TU1591	ssr3550; slr2092	hypothetical protein ; hypothetical protein	sll1981
Chr	TU1592	sll1981	acetolactate synthase	ssr3550; slr2092
Chr	TU1593	ncl0710; ssl3769	ncRNA; unknown protein	NA
Chr	TU1595	NA	NA	yfr2a
Chr	TU1594	NA	NA	NA
Chr	TU1596	yfr2a	NA	NA
Chr	TU1597	sll1980	thiol:disulfide interchange protein TrxA	NA
Chr	TU1598	sll1979	hypothetical protein	NA
Chr	TU1599	slr2094	fructose 1;6-bisphosphatase II	NA
Chr	TU1600	slr2095; slr2096	putative transposase [ISY120_c] ; putative transposase [ISY120_c]	NA
Chr	TU1601	slr2097	cyanoglobin	ncl0730
Chr	TU1602	slr2098	hybrid sensory kinase	NA
Chr	TU1603	NA	NA	slr2098
Chr	TU1604	slr2099	hybrid sensory kinase	NA
Chr	TU1605	slr2100	regulatory components of sensory transduction system	NA
Chr	TU1606	slr2101	hypothetical protein	NA
Chr	TU1607	slr2102; slr2103; ncr0610	cell division protein FtsY ; hypothetical protein ; ncRNA	NA
Chr	TU1608	slr2104	hybrid sensory kinase	sll1973
Chr	TU1609	NA	NA	slr2104
Chr	TU1610	sll1973	hypothetical protein	slr2104
Chr	TU1611	slr2105	hypothetical protein	NA
Chr	TU1612	NA	NA	slr2105
Chr	TU1613	sll1430	adenine phosphoribosyltransferase	slr2105
Chr	TU1614	NA	NA	NA
Chr	TU1616	NA	NA	sll1429
Chr	TU1615	sll1429	unknown protein	NA
Chr	TU1617	ssl2789	similar to resolvase 	NA
Chr	TU1618	ncl0740; sll1428	ncRNA; probable sodium-dependent transporter	NA
Chr	TU1619	ncl0740	NA	NA
Chr	TU1620	ncr0620	NA	NA
Chr	TU1621	slr1503	hypothetical protein 	NA
Chr	TU1622	NA	NA	sll1427
Chr	TU1623	sll1427	protease HhoB	NA
Chr	TU1625	NA	NA	sll1426
Chr	TU1624	sll1426	unknown protein	NA
Chr	TU1626	sll1425	prolyl-tRNA synthetase	NA
Chr	TU1628	ncr0630; slr1505	ncRNA; unknown protein	NA
Chr	TU1627	NA	NA	ncr0630; slr1505
Chr	TU1629	NA	NA	ncr0630; slr1505
Chr	TU1630	sll1423; sll1424	global nitrogen regulator ; hypothetical protein	NA
Chr	TU1631	ssl2781	hypothetical protein	NA
Chr	TU1632	slr1506; ncr0640	hypothetical protein ; ncRNA	ncl0760; ncl0750
Chr	TU1633	slr1507	hypothetical protein	NA
Chr	TU1634	slr1508; slr1509	probable glycosyltransferase ; membrane subunit of a Ktr-like ion transport syste m	NA
Chr	TU1635	slr1510	glycerol-3-phosphate acyltransferase PlsX	NA
Chr	TU1636	NA	NA	slr1510
Chr	TU1637	NA	NA	slr1510
Chr	TU1638	slr1511	3-oxoacyl-ACP synthase	sll1418
Chr	TU1639	NA	NA	slr1511
Chr	TU1640	sll1418	photosystem II oxygen-evolving complex 23K prot ein PsbP homolog	slr1511
Chr	TU1641	NA	NA	NA
Chr	TU1642	slr1512; slr1513	sodium-dependent bicarbonate transporter ; periplasmic protein; function unknown	NA
Chr	TU1643	sll1414; sll1415	hypothetical protein ; hypothetical protein	NA
Chr	TU1644	ssr2549	unknown protein	ncl0770
Chr	TU1645	slr1515; ssr2551	putative membrane protein required for bicarbonate uptake ; hypothetical protein	NA
Chr	TU1646	NA	NA	NA
Chr	TU1647	HliR1	NA	NA
Chr	TU1649	slr1516; ssr2553	superoxide dismutase ; unknown protein	NA
Chr	TU1648	NA	NA	slr1516; ssr2553
Chr	TU1650	slr1517	3-isopropylmalate dehydrogenase	NA
Chr	TU1651	ssr2554; slr1518	hypothetical protein ; phylloquinone biosynthesis protein; probable 1;4-d ihydroxy-2-naphthoic acid phytyltransferase	NA
Chr	TU1652	NA	NA	ssr2554; slr1518
Chr	TU1653	slr1519; slr1520	hypothetical protein ; oxidoreductase; aldo/keto reductase family	NA
Chr	TU1654	slr1521	GTP-binding protein HflX	NA
Chr	TU1655	slr1522	transposase	NA
Chr	TU1656	NA	NA	NA
Chr	TU1657	NA	NA	slr1523
Chr	TU1659	slr1524	transposase	sll2001; ssl2749; sll1411; ncl0780
Chr	TU1658	ncl0780	NA	slr1523; slr1524
Chr	TU1661	NA	NA	sll2001; ssl2749; sll1411
Chr	TU1662	NA	NA	sll2001; ssl2749; sll1411
Chr	TU1660	sll2001; ssl2749; sll1411	leucine aminopeptidase ; hypothetical protein ; hypothetical protein	slr1524
Chr	TU1663	6803t16; ncr0650	tRNA-OTHER; ncRNA	NA
Chr	TU1664	NA	NA	6803t16; ncr0650
Chr	TU1665	ssr3570; ssr3571; ssr3572; slr2107	unknown protein ; hypothetical protein ; hypothetical protein ; probable polysaccharide ABC transporter permease p rotein	NA
Chr	TU1666	NA	NA	ssr3570; ssr3571; ssr3572; slr2107
Chr	TU1667	NA	NA	ssr3570; ssr3571; ssr3572; slr2107
Chr	TU1668	slr2108	polysialic acid transport ATP-binding protein KpsT	sll1997; sll1998; sll1999
Chr	TU1670	slr2110; slr2111	unknown protein ; unknown protein	sll1997; sll1998; sll1999
Chr	TU1669	sll1997; sll1998; sll1999	putative transposase [ISY203_h2] ; putative transposase [ISY100_d] ; putative transposase [ISY203_h1]	slr2108; slr2110; slr2111
Chr	TU1672	slr2112; slr2113; slr2114	putative transposase [ISY100_o] ; putative transposase [ISY100_o] ; perosamine synthetase	NA
Chr	TU1671	NA	NA	slr2110; slr2111; slr2112; slr2113; slr2114
Chr	TU1673	slr2115; slr2116; slr2117; slr2118	unknown protein ; probable glycosyltransferase ; hypothetical protein ; unknown protein	NA
Chr	TU1674	slr2119	unknown protein	NA
Chr	TU1675	slr2120	hypothetical protein	NA
Chr	TU1676	slr2121	hypothetical protein 	NA
Chr	TU1677	slr2122; slr2123; slr2124; slr2125; slr2126	hypothetical protein ; similar to D-3-phosphoglycerate dehydrogenase ; 3-oxoacyl-[acyl-carrier protein] reductase ; hypothetical protein ; probable glycosyltransferase	NA
Chr	TU1678	NA	NA	slr2122; slr2123; slr2124; slr2125; slr2126
Chr	TU1679	slr2128	hypothetical protein	NA
Chr	TU1680	NA	NA	slr2128
Chr	TU1681	ssl3803; sll1994; sll1995	hypothetical protein ; porphobilinogen synthase (5-aminolevulinate dehydr atase) ; hypothetical protein	NA
Chr	TU1682	slr2130	3-dehydroquinate synthase	NA
Chr	TU1683	slr2131; ssr3588	RND multidrug efflux transporter ; hypothetical protein	ncl0790; sll1239; sll1240; sll1241
Chr	TU1685	NA	NA	ncl0790; sll1239; sll1240; sll1241
Chr	TU1684	ncl0790; sll1239; sll1240; sll1241	ncRNA; unknown protein ; unknown protein ; unknown protein	slr2131; ssr3588
Chr	TU1686	slr1322	putative modulator of DNA gyrase	sll1237
Chr	TU1687	NA	NA	slr1322
Chr	TU1688	NA	NA	slr1322
Chr	TU1690	NA	NA	sll1237
Chr	TU1689	sll1237	protoporphyrinogen oxidase	NA
Chr	TU1691	NA	NA	NA
Chr	TU1693	ssr2194	unknown protein	sll1236
Chr	TU1692	NA	NA	ssr2194
Chr	TU1694	sll1236	unknown protein	ssr2194
Chr	TU1695	ncr0670	NA	NA
Chr	TU1696	NA	NA	NA
Chr	TU1697	slr1325; ncr0680	GTP pyrophosphokinase ; ncRNA	sll1234
Chr	TU1698	NA	NA	slr1325; ncr0680
Chr	TU1700	NA	NA	sll1234
Chr	TU1699	sll1234	S-adenosyl-L-homocysteine hydrolase	slr1325; ncr0680
Chr	TU1702	ssr2201; slr1327	unknown protein ; hypothetical protein	NA
Chr	TU1701	NA	NA	ssr2201; slr1327
Chr	TU1703	sll1229	two-component hybrid sensor and regulator 	NA
Chr	TU1704	sll1229	two-component hybrid sensor and regulator 	NA
Chr	TU1705	sll1229	hybrid sensory kinase	NA
Chr	TU1707	NA	NA	sll1228
Chr	TU1708	NA	NA	sll1228
Chr	TU1709	slr1329	ATP synthase F0F1 subunit beta	sll1228
Chr	TU1706	sll1228	hybrid sensory kinase	slr1329
Chr	TU1710	NA	NA	slr1329
Chr	TU1711	slr1330; slr1331; slr1332	ATP synthase epsilon chain of CF(1) ; periplasmic processing protease ; beta ketoacyl-acyl carrier protein synthase	NA
Chr	TU1712	NA	NA	slr1332
Chr	TU1713	psrR1	ncRNA	ncl0800; sll1220; sll1221; sll1222; sll1223; sll1224; ssl2420; sll1225; sll1226
Chr	TU1714	ncl0800; sll1220; sll1221; sll1222; sll1223; sll1224; ssl2420; sll1225; sll1226	ncRNA; putative diaphorase subunit of the bidirectional h ydrogenase ; diaphorase subunit of the bidirectional hydrogenas e ; hypothetical protein ; diaphorase subunit of the bidirectional hydrogenas e ; hydrogenase subunit of the bidirectional hydrogena se ; unknown protein ; unknown protein ; hydrogenase subunit of the bidirectional hydrogena se	SyR1
Chr	TU1715	ncr0700; ncr0710; ssr2227	ncRNA; ncRNA; putative transposase	NA
Chr	TU1717	slr1334	phosphoglucomutase/phosphomannomutase	ncl0810
Chr	TU1716	ncl0810	NA	slr1334
Chr	TU1718	NA	NA	slr1334
Chr	TU1719	sll1219	hypothetical protein	NA
Chr	TU1721	NA	NA	sll1217; sll1218
Chr	TU1722	NA	NA	sll1217; sll1218
Chr	TU1720	sll1217; sll1218	unknown protein ; hypothetical protein YCF39	NA
Chr	TU1723	ssr1375	hypothetical protein	NA
Chr	TU1724	NA	NA	ssr1375
Chr	TU1725	slr0804; slr0806	probable D-alanyl-D-alanine carboxypeptidase ; hypothetical protein	sll0819; sml0008
Chr	TU1726	NA	NA	slr0804; slr0806
Chr	TU1728	slr0807	DNA-binding.iron metalloprotein.AP endonuclease	sll0819; sml0008
Chr	TU1727	sll0819; sml0008	photosystem I reaction center subunit III precurso r (PSI-F); plastocyanin (cyt c553) docking protein ; photosystem I subunit IX	slr0804; slr0806; slr0807
Chr	TU1729	NA	NA	slr0807
Chr	TU1730	NA	NA	slr0807
Chr	TU1731	NA	NA	slr0807
Chr	TU1732	slr0808	16S rRNA-processing protein RimM	NA
Chr	TU1733	slr0808	16S rRNA processing protein RimM homolog 	NA
Chr	TU1734	slr0809; slr0810	dTDP-glucose 4;6-dehydratase ; hypothetical protein	ssl1520; sll0818
Chr	TU1735	ssl1520; sll0818	unknown protein ; tetrapyrrole methylase family protein	slr0809; slr0810
Chr	TU1736	NA	NA	sll0817
Chr	TU1738	NA	NA	ncl0820; sll0815; sll0816; sll0817
Chr	TU1739	NA	NA	ncl0820; sll0815; sll0816; sll0817
Chr	TU1737	ncl0820; sll0815; sll0816; sll0817	ncRNA; unknown protein ; probable oxidoreductase ; tRNA delta-2-isopentenylpyrophosphate (IPP) transf erase	NA
Chr	TU1741	NA	NA	sll0813; sll0814; ncl0820
Chr	TU1740	sll0814; ncl0820	hypothetical protein ; ncRNA	NA
Chr	TU1743	NA	NA	sll0813
Chr	TU1744	slr0812	pantothenate kinase	sll0813
Chr	TU1742	sll0813	cytochrome C oxidase subunit II	slr0812
Chr	TU1745	slr0813	ceramide glucosyltransferase	NA
Chr	TU1746	NA	NA	slr0813
Chr	TU1747	sll0812	hypothetical protein	NA
Chr	TU1748	ncr0720	NA	NA
Chr	TU1749	ssr1386; slr0815; slr0816	NADH dehydrogenase subunit NdhL ; hypothetical protein ; hypothetical protein	sll0811
Chr	TU1751	NA	NA	sll0809; sll0810; sll0811
Chr	TU1750	sll0810; sll0811	unknown protein ; unknown protein	NA
Chr	TU1752	slr0817	menaquinone-specific isochorismate synthase	NA
Chr	TU1753	NA	NA	slr0817
Chr	TU1754	slr0818; slr0819	hypothetical protein ; apolipoprotein N-acyltransferase	NA
Chr	TU1755	NA	NA	slr0818; slr0819
Chr	TU1756	slr0819	apolipoprotein N-acyltransferase 	NA
Chr	TU1757	slr0820	glucosyltransferase	NA
Chr	TU1758	slr0820	probable glycosyltransferase 	NA
Chr	TU1759	NA	NA	sll0808; ssl1507
Chr	TU1760	NA	NA	NA
Chr	TU1761	ncr0730	NA	NA
Chr	TU1762	slr0821	hypothetical protein	sll0807; SyR48
Chr	TU1764	NA	NA	sll0807; SyR48
Chr	TU1763	sll0807; SyR48	pentose-5-phosphate-3-epimerase ; ncRNA	slr0821
Chr	TU1765	slr0822	cation-transporting ATPase E1-E2 ATPase	NA
Chr	TU1766	NA	NA	slr0822
Chr	TU1767	slr0822	cation-transporting P-type ATPase PacL 	NA
Chr	TU1769	slr0822	cation-transporting P-type ATPase PacL 	NA
Chr	TU1768	NA	NA	slr0822
Chr	TU1771	slr0823	photosystem I assembly protein Ycf3	sll0802; sll0803; sll0804
Chr	TU1770	NA	NA	slr0823
Chr	TU1772	NA	NA	slr0823
Chr	TU1773	sll0802; sll0803; sll0804	hypothetical protein ; hypothetical protein ; hypothetical protein	slr0823
Chr	TU1774	NA	NA	NA
Chr	TU1775	ssl1498	hypothetical protein	NA
Chr	TU1776	sll1262; sll1263	hypothetical protein ; cation efflux system protein	NA
Chr	TU1777	sll1261	elongation factor Ts	NA
Chr	TU1779	NA	NA	6803t18; sll1260
Chr	TU1778	sll1260	30S ribosomal protein S2	NA
Chr	TU1780	6803t18	NA	NA
Chr	TU1781	slr1336	H+.Ca2+ exchanger	sll1258
Chr	TU1783	NA	NA	sll1258
Chr	TU1782	sll1258	deoxycytidine triphosphate deaminase	slr1336
Chr	TU1784	NA	NA	sll1256; sll1257
Chr	TU1785	sll1256; sll1257	putative transposase [ISY100_p] ; putative transposase [ISY100_p]	NA
