location	TU ID	TU start	TU end	Strand	TU type	alternative starts	Internal starts	5'UTR	3'UTR	genes	15C	42C	-CO2	Darkness	-Fe	Hl	-N	-P	Exp. p.	Stat. p.	Max cond.	Max reads	Average	Max/Avg	UEF	Sense tags	Annotation	Antisense TUs	Antisense tags
Chr	TU891	886161	887589	+	ga	NA	886956	122	47	1	10258	8038	11294	5887	1752	5627	41446	14886	27	6214	-N	41446	10542.9	3.93	2.78	slr1204	serine protease HtrA	TU892	NA
Chr	TU893	887590	890660	+	ga	NA	NA	141	2	3	4889	133	1611	0	3413	3142	3049	2562	3245	585	15C	4889	2262.9	2.16	1.43	"slr1205, slr1206, slr1207, ncr0370"	"similar to chlorobenzene dioxygenase, ferredoxin c omponent , hypothetical protein , hypothetical protein , ncRNA"	"TU892, TU894"	NA
Chr	TU892	888150	887516	-	a	NA	NA	NA	NA	0	1486	67	307	0	177	157	75	194	304	45	15C	1486	281.2	5.28	4.84	NA	NA	"TU891, TU893"	"slr1204, slr1205, slr1206, slr1207, ncr0370"
Chr	TU894	889987	889729	-	a	NA	NA	NA	NA	0	240	33	173	168	311	283	113	252	604	270	exp. P.	604	244.7	2.47	1.94	NA	NA	TU893	"slr1205, slr1206, slr1207, ncr0370"
Chr	TU895	890735	891085	+	g	NA	NA	92	61	1	9491	634	12943	150	4420	11248	3124	640	1616	1171	-CO2	12943	4543.7	2.85	1.15	ssr2016	hypothetical protein	NA	NA
Chr	TU896	891086	893688	+	ga	NA	NA	190	NA	3	767	300	575	19	321	736	1054	349	12	585	-N	1054	471.8	2.23	1.37	"slr1208, slr1209, slr1210"	"probable oxidoreductase , hypothetical protein , unknown protein"	"TU897, TU898, TU899"	NA
Chr	TU897	891275	891097	-	an	NA	NA	NA	NA	0	383	0	364	0	573	959	452	854	394	180	HL	959	415.9	2.31	1.12	NA	NA	TU896	"slr1208, slr1209, slr1210"
Chr	TU898	892593	892328	-	a	NA	NA	NA	NA	0	719	100	556	150	573	277	489	233	63	45	15C	719	320.5	2.24	1.25	NA	NA	TU896	"slr1208, slr1209, slr1210"
Chr	TU899	894516	893263	-	a	NA	NA	NA	NA	0	5944	334	2435	56	2256	2563	828	2387	1116	811	15C	5944	1873	3.17	2.32	NA	NA	TU896	"slr1208, slr1209, slr1210, slr1211"
Chr	TU900	897600	897372	-	a	NA	NA	NA	NA	0	623	0	288	0	579	537	38	1184	437	45	-P	1184	373.1	3.17	1.9	NA	NA	NA	slr1212
Chr	TU901	900262	900067	-	a	NA	NA	NA	NA	0	959	500	614	449	364	989	151	1029	31	540	-P	1029	562.6	1.83	1.04	NA	NA	NA	slr1213
Chr	TU902	900343	900263	-	a	NA	NA	NA	NA	0	911	0	115	0	284	332	38	58	401	0	15C	911	213.9	4.26	2.27	NA	NA	NA	slr1213
Chr	TU903	900492	900344	-	a	NA	NA	NA	NA	0	288	767	211	299	1334	1846	339	446	1290	90	HL	1846	691	2.67	1.38	NA	NA	NA	slr1213
Chr	TU904	900635	900493	-	a	900494	NA	NA	NA	0	576	233	690	19	1131	760	565	524	1544	225	exp. P.	1544	626.7	2.46	1.37	NA	NA	NA	slr1213
Chr	TU905	900771	902349	+	ga	NA	NA	426	34	1	229180	152494	321417	173773	561919	210319	249127	276013	143798	326575	-Fe	561919	264461.5	2.12	1.72	"csiR1, slr1214"	"ncRNA SyR14, Hpr8, two-component response regulator PatA subfamily"	TU906	NA
Chr	TU906	901439	901036	-	a	NA	NA	NA	NA	0	336	67	422	0	359	151	1016	446	321	90	-N	1016	320.8	3.17	2.28	NA	NA	TU905	"ncr0380, slr1214"
Chr	TU907	902350	903144	+	ga	NA	902594	37	89	1	959	334	652	75	1409	1743	979	543	867	135	HL	1743	769.6	2.26	1.24	slr1215	hypothetical protein	TU908	"ncl0400, sml0012, sll1112"
Chr	TU908	903963	902913	-	ga	NA	NA	199	235	2	16394	6737	10642	1159	24191	17702	14455	16050	18912	10763	-Fe	24191	13700.5	1.77	1.28	"ncl0400, sml0012, sll1112"	"ncRNA, hypothetical protein , 3-dehydroquinate dehydratase"	TU907	slr1215
Chr	TU910	906174	906479	+	a	NA	NA	NA	NA	0	48	100	326	37	359	410	339	466	541	0	exp. P.	541	262.6	2.06	1.16	NA	NA	TU909	sll1971
Chr	TU911	907016	908883	+	ga	NA	NA	34	570	2	431	300	537	19	1356	1502	452	621	1677	135	exp. P.	1677	703	2.39	1.12	"slr2070, slr2071"	"hypothetical protein , unknown protein"	"TU909, TU912, TU913, TU914"	"sll1968, sll1969, sll1971"
Chr	TU909	907058	905443	-	ga	NA	NA	296	132	1	575	0	115	0	209	127	151	252	143	0	15C	575	157.2	3.66	2.28	sll1971	probable hexosyltransferase	"TU910, TU911"	"slr1216, slr2070, slr2071"
Chr	TU912	907241	907142	-	a	NA	NA	NA	NA	0	1438	33	77	0	364	289	113	136	464	0	15C	1438	291.4	4.93	3.1	NA	NA	TU911	"slr2070, slr2071"
Chr	TU913	907846	907609	-	a	NA	NA	NA	NA	0	479	967	1227	0	2888	1526	1732	2018	2054	225	-Fe	2888	1311.6	2.2	1.41	NA	NA	TU911	"slr2070, slr2071"
Chr	TU914	909528	908259	-	ga	NA	"909241, 908619"	45	94	2	6615	10873	7708	748	8514	7545	19838	8830	5531	4233	-N	19838	8043.5	2.47	1.82	"sll1968, sll1969"	"photomixotrophic growth related protein, PmgA , hypothetical protein"	TU911	"slr2070, slr2071"
Chr	TU916	910118	910230	+	a	NA	NA	NA	NA	0	671	300	1035	56	573	416	1355	543	237	630	-N	1355	581.6	2.33	1.31	NA	NA	TU915	"ncl0410, sll1967"
Chr	TU915	911031	909545	-	ga	NA	NA	37	58	1	3451	7671	3490	2149	6194	4342	4818	4503	3549	3648	42C	7671	4381.5	1.75	1.24	"ncl0410, sll1967"	"ncRNA, probable RNA methyltransferase"	TU916	NA
Chr	TU917	911223	911032	-	n	NA	NA	NA	NA	0	959	0	58	0	155	199	188	116	196	0	15C	959	187.1	5.13	4.82	ncl0410	NA	NA	NA
Chr	TU918	911318	912916	+	g	NA	NA	39	33	1	1103	367	537	243	423	380	75	737	130	270	15C	1103	426.5	2.59	1.5	slr2072	threonine dehydratase	NA	NA
Chr	TU919	912917	913962	+	g	913048	NA	379	106	1	3595	333	2511	37	6001	8124	4630	2988	13918	315	exp. P.	13918	4245.2	3.28	1.71	slr2073	hypothetical protein YCF50	NA	NA
Chr	TU920	914009	915032	+	ga	NA	NA	43	591	1	1774	1568	1515	75	2191	1610	2259	2678	730	675	-P	2678	1507.5	1.78	1.19	slr2074	mannose-6-phosphate isomerase	"TU921, TU922"	"ssl3719, sll1965"
Chr	TU921	914534	914200	-	a	NA	NA	NA	NA	0	575	233	115	75	396	519	38	427	210	180	15C	575	276.8	2.08	1.11	NA	NA	TU920	slr2074
Chr	TU922	915052	914535	-	ga	NA	NA	0	7	2	959	1034	844	19	2090	2503	1016	854	2279	90	HL	2503	1168.8	2.14	1.1	"sll1965, ssl3719"	"hypothetical protein, hypothetical protein"	TU920	slr2074
Chr	TU923	915220	915121	-	n	NA	NA	NA	NA	0	144	100	58	0	54	229	678	0	36	0	-N	678	129.9	5.22	2.96	NA	NA	NA	NA
Chr	TU924	915239	917411	+	ga	NA	NA	74	65	2	2684	32820	1381	355	14761	52562	11255	2931	3960	540	HL	52562	12324.9	4.26	1.6	"slr2075, slr2076"	"10kD chaperonin , 60kD chaperonin"	TU925	NA
Chr	TU925	917037	916938	-	a	NA	NA	NA	NA	0	431	0	153	75	605	229	151	136	232	45	-Fe	605	205.7	2.94	1.4	NA	NA	TU924	"slr2075, slr2076"
Chr	TU926	917725	919969	+	g	NA	NA	91	NA	1	3499	233	2435	150	1950	1248	1769	951	737	45	15C	3499	1301.7	2.69	1.44	slr2077	"probable ABC transporter, periplasmic binding p rotein"	NA	NA
Chr	TU927	920679	920338	-	a	NA	NA	NA	NA	0	383	167	192	19	423	392	301	252	638	0	exp. P.	638	276.7	2.31	1.51	NA	NA	NA	slr2078
Chr	TU928	920892	920730	-	a	NA	NA	NA	NA	0	959	800	824	75	1184	1405	1092	1009	710	135	HL	1405	819.3	1.71	1.19	NA	NA	NA	slr2078
Chr	TU929	920919	921378	+	a	920922	NA	NA	NA	0	3739	466	2147	38	3086	2304	2033	3823	3634	540	-P	3823	2181	1.75	1.02	NA	NA	TU930	"sll1747, ssl3712"
Chr	TU930	922662	921318	-	ga	NA	NA	25	NA	2	1630	133	1515	0	2079	3046	1543	1708	822	270	HL	3046	1274.6	2.39	1.47	"sll1747, ssl3712"	"chorismate synthase , hypothetical protein"	TU929	NA
Chr	TU932	924644	924913	+	a	NA	NA	NA	NA	0	240	0	77	243	102	464	151	485	906	45	exp. P.	906	271.3	3.34	1.87	NA	NA	TU931	"ssl3335, sll1742, sll1743, sll1744, sll1745, sll1746"
Chr	TU933	925572	925842	+	a	NA	NA	NA	NA	0	527	33	268	0	150	302	113	388	133	405	15C	527	231.9	2.27	1.3	NA	NA	TU931	"ssl3335, sll1742, sll1743, sll1744, sll1745, sll1746"
Chr	TU931	926600	922663	-	ga	NA	"924271, 925486"	42	181	6	2589	3002	4525	467	155	181	2484	4211	12	8961	stat. P.	8961	2658.7	3.37	1.98	"ssl3335, sll1742, sll1743, sll1744, sll1745, sll1746"	"preprotein translocase SecE subunit , transcription antitermination protein NusG , 50S ribosomal protein L11 , 50S ribosomal protein L1 , 50S ribosomal protein L10 , 50S ribosomal protein L12"	"TU932, TU933"	NA
Chr	TU935	926609	926710	+	a	NA	NA	NA	NA	0	623	67	249	0	364	265	264	233	391	45	15C	623	250.1	2.49	1.59	NA	NA	TU934	"sll1740, 6803t09"
Chr	TU934	927251	926601	-	ga	"927244, 927247"	926732	23	69	2	12415	533	4314	0	9403	17720	10239	3415	4885	720	HL	17720	6364.4	2.78	1.43	"sll1740, 6803t09"	"50S ribosomal protein L19 , tRNA-OTHER"	TU935	NA
Chr	TU936	927339	928036	+	ga	NA	NA	27	NA	2	2732	100	863	19	1929	1158	3426	1475	1104	90	-N	3426	1289.6	2.66	1.25	"slr1826, slr1827"	"hypothetical protein , hypothetical protein"	TU937	NA
Chr	TU937	927594	927495	-	a	NA	NA	NA	NA	0	2349	67	364	19	954	947	828	602	382	45	15C	2349	655.7	3.58	2.46	NA	NA	TU936	"slr1826, slr1827"
Chr	TU939	928892	929013	+	a	NA	NA	NA	NA	0	3116	700	690	0	600	404	1882	835	230	225	15C	3116	868.2	3.59	1.66	NA	NA	TU938	"ncl0420, sll1739"
Chr	TU940	929889	930021	+	an	NA	NA	NA	NA	0	3787	600	2550	56	6162	5494	2899	2756	5466	225	-Fe	6162	2999.5	2.05	1.12	NA	NA	TU938	"ncl0420, sll1739"
Chr	TU938	930004	928219	-	ga	NA	NA	119	587	1	2109	1401	1361	150	3033	2853	2033	1514	1841	270	-Fe	3033	1656.5	1.83	1.06	"ncl0420, sll1739"	"ncRNA, unknown protein"	"TU939, TU940"	slr1827
Chr	TU942	930022	930234	+	a	NA	NA	NA	NA	0	959	133	230	19	295	296	151	78	82	0	15C	959	224.3	4.28	3.24	NA	NA	TU941	"sll1737, sll1738, ncl0420"
Chr	TU941	931430	930005	-	ga	NA	930234	41	NA	2	6567	6271	1630	654	1532	579	2259	2115	1230	1396	15C	6567	2423.3	2.71	1.05	"sll1737, sll1738, ncl0420"	"hypothetical protein YCF60 , hypothetical protein , ncRNA"	TU942	NA
Chr	TU944	931596	932041	+	ga	NA	NA	43	82	1	1007	33	173	0	948	1110	791	524	256	45	HL	1110	488.7	2.27	1.1	slr1828	ferredoxin	"TU943, TU945"	NA
Chr	TU943	931615	931431	-	an	NA	NA	NA	NA	0	2397	500	978	0	2781	2081	2409	1902	3286	360	exp. P.	3286	1669.4	1.97	1.18	NA	NA	TU944	slr1828
Chr	TU945	931896	931797	-	a	NA	NA	NA	NA	0	575	67	268	0	809	663	941	155	962	45	exp. P.	962	448.5	2.14	1.02	NA	NA	TU944	slr1828
Chr	TU946	932042	934615	+	ga	NA	932700	29	322	2	383	200	479	355	1088	724	2259	1281	918	225	-N	2259	791.2	2.86	1.76	"slr1829, slr1830"	"putative poly(3-hydroxyalkanoate) synthase compone nt , poly(3-hydroxyalkanoate) synthase"	"TU947, TU948"	sll1736
Chr	TU947	933835	933507	-	a	NA	NA	NA	NA	0	96	0	249	0	166	452	640	116	128	180	-N	640	202.7	3.16	1.42	NA	NA	TU946	"slr1829, slr1830"
Chr	TU948	934745	933836	-	ga	NA	NA	38	488	1	1678	2335	1400	262	2315	2219	678	2251	2208	540	42C	2335	1588.6	1.47	1.01	sll1736	hypothetical protein	TU946	"slr1829, slr1830"
Chr	TU950	935040	935145	+	a	NA	NA	NA	NA	0	527	33	19	0	129	169	113	58	72	45	15C	527	116.5	4.52	3.12	NA	NA	TU949	sll1735
Chr	TU949	935359	934746	-	ga	NA	NA	123	89	1	623	67	422	0	514	772	866	388	594	45	-N	866	429.1	2.02	1.12	sll1735	secreted protein MPB70	TU950	NA
Chr	TU952	939328	940117	+	a	NA	NA	NA	NA	0	240	67	134	75	327	151	715	233	121	90	-N	715	215.3	3.32	2.19	NA	NA	TU951	"sll1732, sll1733, sll1734"
Chr	TU953	940118	940666	+	a	NA	NA	NA	NA	0	527	67	307	19	702	434	452	582	722	135	exp. P.	722	394.7	1.83	1.03	NA	NA	"TU951, TU954"	"sll1730, sll1732, sll1733, sll1734"
Chr	TU951	940481	935360	-	ga	NA	NA	241	49	3	1055	367	7785	0	4211	61464	866	1553	9114	766	HL	61464	8718.1	7.05	6.74	"sll1732, sll1733, sll1734"	"NADH dehydrogenase subunit 5 (involved in low CO2- inducible, high affinity CO2 uptake) , NADH dehydrogenase subunit 4 (involved in low CO2- inducible, high affinity CO2 uptake) , protein involved in low CO2-inducible, high affini ty CO2 uptake"	"TU952, TU953"	NA
Chr	TU955	940667	940963	+	a	NA	NA	NA	NA	0	5608	334	2090	392	7201	9372	2108	3047	6118	1171	HL	9372	3744.1	2.5	1.3	NA	NA	TU954	sll1730
Chr	TU956	941405	941538	+	an	NA	NA	NA	NA	0	623	33	211	0	439	953	150	1125	1506	180	exp. P.	1506	522	2.89	1.34	NA	NA	TU954	sll1730
Chr	TU957	941539	941640	+	an	941542	NA	NA	NA	0	140451	9139	58577	1495	74522	35072	24807	194948	303441	29991	exp. P.	303441	87244.3	3.48	1.56	NA	NA	TU954	sll1730
Chr	TU954	941625	940482	-	ga	NA	NA	355	156	1	48	500	115	37	123	169	226	213	58	0	42C	500	148.9	3.36	2.21	sll1730	unknown protein	"TU953, TU955, TU956, TU957"	NA
Chr	TU958	941641	944110	+	ga	NA	NA	45	169	1	109629	32420	62661	14933	77094	70486	21720	103151	386791	44042	exp. P.	386791	92292.7	4.19	3.53	slr1834	photosystem I P700 chlorophyll a apoprotein A1	NA	ncl0430
Chr	TU959	944111	946671	+	ga	NA	NA	76	289	1	4554	3302	5235	561	5481	5313	5797	5240	7689	5179	exp. P.	7689	4835.1	1.59	1.33	slr1835	photosystem I P700 chlorophyll a apoprotein A2	NA	sll1726
Chr	TU960	946672	947015	+	a	NA	NA	NA	NA	0	1678	2001	3394	75	2213	1140	4856	3260	3363	3603	-N	4856	2558.3	1.9	1.35	NA	NA	NA	sll1726
Chr	TU961	947491	947833	+	a	NA	NA	NA	NA	0	288	100	96	37	161	241	0	194	536	45	exp. P.	536	169.8	3.16	1.86	NA	NA	NA	"sll1725, sll1726"
Chr	TU962	953254	952253	-	g	NA	NA	156	NA	1	3979	901	3471	75	6879	1146	6324	3416	802	1171	-Fe	6879	2816.4	2.44	1.09	sll1722	hypothetical protein	NA	NA
Chr	TU963	953440	953504	+	n	NA	NA	NA	NA	0	192	0	153	0	316	501	113	39	147	45	HL	501	150.6	3.33	1.59	NA	NA	NA	NA
Chr	TU964	953506	953740	+	n	NA	NA	NA	NA	0	1294	0	863	0	895	1170	678	369	544	90	15C	1294	590.3	2.19	1.11	NA	NA	NA	NA
Chr	TU965	953741	954403	+	g	NA	NA	11	NA	1	288	1067	575	1009	884	754	414	932	701	1126	stat. P.	1126	775	1.45	1.06	slr1837	OmpR subfamily protein	NA	NA
Chr	TU967	954819	954999	+	a	NA	NA	NA	NA	0	2684	934	1994	37	2834	1833	2296	2853	1433	946	-P	2853	1784.4	1.6	1.01	NA	NA	TU966	sll1721
Chr	TU966	955533	954387	-	ga	NA	955242	106	66	1	4266	634	1611	112	4115	6652	941	3008	3173	405	HL	6652	2491.7	2.67	1.56	sll1721	Pyruvate dehydrogenase E1 component subunit beta	TU967	slr1837
Chr	TU968	955733	957292	+	g	NA	NA	72	NA	3	11073	2868	6232	19	4458	3763	6023	4483	1969	2297	15C	11073	4318.5	2.56	1.78	"slr1838, slr1839, slr1840"	"carbon dioxide concentrating mechanism protein Ccm K homolog 3, putative carboxysome assembly protein , carbon dioxide concentrating mechanism protein Ccm K homolog 4, putative carboxysome assembly protein , hypothetical protein"	NA	NA
Chr	TU969	957461	957842	+	i	957525	NA	NA	NA	0	384	300	288	187	1061	766	791	738	1096	0	exp. P.	1096	561.1	1.95	1.03	slr1840	hypothetical protein 	NA	NA
Chr	TU970	957889	958083	+	n	NA	NA	NA	NA	0	36958	102096	71884	4336	186747	85396	164503	76931	123700	80023	-Fe	186747	93257.4	2	1.14	NA	NA	NA	NA
Chr	TU971	958084	960116	+	g	NA	NA	53	87	1	40362	45295	38272	9363	45113	95667	82402	66762	49195	29046	HL	95667	50147.7	1.91	1.16	slr1841	probable porin	NA	NA
Chr	TU972	960127	961172	+	ga	NA	NA	29	78	1	1150	100	460	19	1500	1297	753	621	797	45	-Fe	1500	674.2	2.22	1.16	slr1842	cysteine synthase	TU973	NA
Chr	TU974	961173	965859	+	ga	NA	NA	28	59	2	8053	867	2531	56	4977	2859	14003	6152	2245	721	-N	14003	4246.4	3.3	1.74	"slr1843, slr1844"	"glucose 6-phosphate dehydrogenase , excinuclease ABC subunit A"	"TU973, TU975, TU976, TU977"	NA
Chr	TU973	961195	960769	-	a	961153	NA	NA	NA	0	1246	0	825	0	1624	1200	1318	1106	1350	405	-Fe	1624	907.4	1.79	1.2	NA	NA	"TU972, TU974"	"slr1842, slr1843, slr1844"
Chr	TU975	961886	961787	-	a	NA	NA	NA	NA	0	575	0	77	0	107	78	38	19	213	45	15C	575	115.2	4.99	2.7	NA	NA	TU974	"slr1843, slr1844"
Chr	TU976	962527	962426	-	a	NA	NA	NA	NA	0	192	233	422	262	321	296	264	640	442	45	-P	640	311.7	2.05	1.45	NA	NA	TU974	"slr1843, slr1844"
Chr	TU977	964826	964760	-	a	NA	NA	NA	NA	0	240	300	709	75	466	277	1581	349	406	270	-N	1581	467.3	3.38	2.23	NA	NA	TU974	"slr1843, slr1844"
Chr	TU978	966678	965995	-	i	NA	NA	NA	NA	0	1438	400	1074	131	2631	2485	2296	1417	887	721	-Fe	2631	1348	1.95	1.06	sll1717	unknown protein 	NA	NA
Chr	TU979	966845	966688	-	i	NA	NA	NA	NA	0	96	0	173	0	220	127	866	136	317	45	-N	866	198	4.37	2.73	sll1717	unknown protein 	NA	NA
Chr	TU980	967407	968110	+	a	NA	NA	NA	NA	0	2013	1401	1591	2243	1206	1375	2183	1747	425	3648	stat. P.	3648	1783.2	2.05	1.63	NA	NA	TU981	"sll1716, sll1717"
Chr	TU982	968234	968306	+	a	NA	NA	NA	NA	0	48	0	230	19	59	66	527	136	75	135	-N	527	129.5	4.07	2.29	NA	NA	TU981	sll1716
Chr	TU983	968345	968457	+	an	NA	NA	NA	NA	0	2349	267	709	75	905	917	979	582	517	495	15C	2349	779.5	3.01	2.4	NA	NA	TU981	sll1716
Chr	TU3389	3219205	3218368	-	gai	NA	NA	74	311	1	2780	6471	6021	5812	4399	2545	7002	6618	1269	2972	-N	7002	4588.9	1.53	1.06	sll0498	hypothetical protein	TU3388	slr0544
Chr	TU985	969431	969680	+	a	NA	NA	NA	147	0	192	434	307	93	321	567	376	369	186	45	HL	567	289	1.96	1.31	ncr0390	NA	TU984	"ssl3297, sll1714, sll1715"
Chr	TU984	969538	968525	-	ga	NA	969152	67	NA	3	48	167	58	56	86	36	828	116	167	90	-N	828	165.2	5.01	4.96	"ssl3297, sll1714, sll1715"	"hypothetical protein , unknown protein , hypothetical protein"	TU985	ncr0390
Chr	TU986	971214	970218	-	g	NA	NA	30	NA	2	1822	500	556	56	1763	2557	1694	2833	3112	315	exp. P.	3112	1520.8	2.05	1.1	"sll1712, sll1713"	"DNA binding protein HU , histidinol-phosphate aminotransferase"	NA	NA
Chr	TU987	971341	971215	-	n	NA	NA	NA	NA	0	4841	1467	3433	1140	11889	11007	4216	9180	59341	1756	exp. P.	59341	10827	5.48	4.99	NA	NA	NA	NA
Chr	TU988	971474	971652	+	a	NA	NA	NA	NA	0	383	200	211	0	423	181	828	466	626	0	-N	828	331.8	2.5	1.32	NA	NA	NA	sll1469
Chr	TU989	973017	974009	+	ai	973871	973871	NA	NA	0	2493	767	2321	37	3006	1418	2184	1727	2011	360	-Fe	3006	1632.4	1.84	1.21	NA	NA	TU990	NA
Chr	TU990	973901	973752	-	a	NA	NA	NA	NA	0	1007	33	345	56	605	700	151	602	679	90	15C	1007	426.8	2.36	1.44	NA	NA	TU989	NA
Chr	TU991	974010	974578	+	ga	NA	NA	43	NA	1	815	200	633	0	739	844	1920	679	1423	225	-N	1920	747.8	2.57	1.35	slr1536	ATP-dependent DNA helicase RecQ	TU992	NA
Chr	TU993	975282	975381	+	ai	NA	NA	NA	NA	0	1390	200	518	0	546	911	226	640	1737	585	exp. P.	1737	675.3	2.57	1.25	NA	NA	TU992	NA
Chr	TU992	975536	974448	-	a	NA	NA	NA	NA	0	3116	467	3432	0	2850	2183	4066	1300	2252	315	-N	4066	1998.1	2.03	1.18	NA	NA	"TU991, TU993"	slr1536
Chr	TU994	975641	976779	+	g	NA	NA	138	NA	2	192	33	96	0	204	199	678	233	176	0	-N	678	181.1	3.74	2.91	"ncr0400, slr1537, slr1538"	"ncRNA, unknown protein , cobalamin biosynthesis protein D"	NA	NA
Chr	TU995	977904	980255	+	ga	NA	"979180, 978196"	28	85	3	2061	467	690	0	1854	2183	678	1766	1474	360	HL	2183	1153.3	1.89	1.06	"slr1540, slr1541, slr1542"	"mRNA-binding protein , hypothetical protein , 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synth ase"	TU996	NA
Chr	TU996	979978	979684	-	a	NA	NA	NA	NA	0	383	100	288	0	380	241	602	213	1080	225	exp. P.	1080	351.2	3.08	1.79	NA	NA	TU995	"slr1540, slr1541, slr1542"
Chr	TU997	980256	981855	+	ga	NA	NA	20	161	1	671	1601	940	392	1013	730	2070	1863	237	360	-N	2070	987.7	2.1	1.11	slr1543	DNA-damage-inducible protein	TU998	sll1468
Chr	TU998	982645	981385	-	ga	NA	NA	16	306	1	17113	1267	10086	75	11782	8775	10879	13954	5586	1576	15C	17113	8109.3	2.11	1.23	sll1468	b-carotene hydroxylase	TU997	slr1543
Chr	TU999	982768	982646	-	n	982737	NA	NA	NA	0	2013	100	518	0	691	476	1017	447	200	180	15C	2013	564.2	3.57	1.98	NA	NA	NA	NA
Chr	TU1000	982917	983626	+	g	NA	NA	51	0	2	52202	534	16509	112	11771	36139	7566	1436	3714	2162	15C	52202	13214.5	3.95	1.44	"ssr2595, slr1544, ncr0410"	"high light-inducible polypeptide HliB, CAB/ELIP/HL IP superfamily , unknown protein , ncRNA"	NA	NA
Chr	TU1001	983645	983787	+	n	983779	NA	NA	NA	0	7622	1768	10642	299	12473	8576	17467	8442	20354	4548	exp. P.	20354	9219.1	2.21	1.17	NA	NA	NA	NA
Chr	TU1002	983788	986293	+	ga	NA	NA	16	71	3	55174	32987	31637	66403	62194	59172	57294	94417	124739	55390	exp. P.	124739	63940.7	1.95	1.32	"slr1545, slr1546, slr1547"	"RNA polymerase ECF-type (group 3) sigma-E factor , hypothetical protein , hypothetical protein"	TU1003	NA
Chr	TU1003	985715	985368	-	a	NA	NA	NA	NA	0	7574	1301	4046	131	2561	1888	3237	1785	812	585	15C	7574	2392	3.17	1.87	NA	NA	TU1002	"slr1545, slr1546, slr1547"
Chr	TU1004	986294	986385	+	g	NA	NA	3	8	1	6088	1668	2435	1028	3547	7515	1807	4658	8111	2207	exp. P.	8111	3906.4	2.08	1.08	6803t10	NA	NA	NA
Chr	TU1005	986386	986577	+	a	NA	NA	NA	NA	0	0	334	211	19	0	0	0	97	0	1126	stat. P.	1126	178.7	6.3	3.37	NA	NA	TU1006	"ssl2823, sll1466"
Chr	TU1007	986903	987530	+	a	NA	NA	NA	NA	0	192	100	173	19	263	121	264	175	590	45	exp. P.	590	194.2	3.04	2.23	NA	NA	TU1006	"ssl2823, sll1466"
Chr	TU1006	987972	986403	-	ga	NA	987726	5	89	2	767	100	652	0	2449	1731	527	1223	1305	0	-Fe	2449	875.4	2.8	1.41	"ssl2823, sll1466"	"hypothetical protein , probable glycosyltransferase"	"TU1005, TU1007"	NA
Chr	TU1009	988888	989170	+	a	NA	NA	NA	NA	0	14141	734	3643	19	5294	3932	5383	3552	8136	675	15C	14141	4550.9	3.11	1.74	NA	NA	TU1008	"sll1463, sll1464"
Chr	TU1008	991659	987973	-	ga	NA	NA	56	99	2	15819	9739	13153	2841	8139	8474	8959	13508	1880	8961	15C	15819	9147.3	1.73	1.17	"sll1463, sll1464"	"cell division protein FtsH , hypothetical protein"	TU1009	NA
Chr	TU1011	992218	992317	+	a	NA	NA	NA	NA	0	1055	200	268	37	429	302	866	524	379	180	15C	1055	424	2.49	1.22	NA	NA	TU1010	"sll1461, sll1462"
Chr	TU1012	993466	993599	+	a	NA	NA	NA	NA	0	383	33	153	0	354	416	113	311	585	45	exp. P.	585	239.3	2.44	1.41	NA	NA	"TU1010, TU1013"	"sll1459, sll1461, sll1462"
Chr	TU1010	993522	991660	-	ga	993519	993411	39	75	2	6519	5504	5253	729	4635	2371	9561	7336	1943	2206	-N	9561	4605.7	2.08	1.3	"sll1461, sll1462"	"hypothetical protein , putative hydrogenase expression/formation protein HypE"	"TU1011, TU1012"	NA
Chr	TU1014	994307	994936	+	ga	NA	NA	36	30	1	6375	7138	5944	336	8867	6013	12272	5822	4076	1576	-N	12272	5841.9	2.1	1.38	slr1549	peptide deformylase	TU1013	sll1459
Chr	TU1015	994937	996909	+	ga	NA	NA	85	102	2	959	9473	9338	934	96	72	1694	2309	0	18193	stat. P.	18193	4306.8	4.22	1.92	"ssr2611, slr1550"	"hypothetical protein , lysyl-tRNA synthetase"	"TU1013, TU1016"	"sll1457, sll1459"
Chr	TU1013	996090	993570	-	ga	996087	NA	1877	NA	1	767	434	882	0	835	857	866	737	428	0	-CO2	882	580.6	1.52	1.02	sll1459	stationary phase survival protein SurE	"TU1012, TU1014, TU1015"	"slr1549, ssr2611, slr1550"
Chr	TU1017	997398	997497	+	a	NA	NA	NA	NA	0	719	0	58	0	64	48	38	39	22	90	15C	719	107.8	6.67	7.99	NA	NA	TU1016	sll1457
Chr	TU1016	997927	996648	-	ga	NA	NA	121	202	1	1534	67	614	19	1275	1550	452	970	1281	45	HL	1550	780.7	1.99	1.01	sll1457	RfbJ protein	"TU1015, TU1017"	"ssr2611, slr1550"
Chr	TU1018	998959	997928	-	g	NA	NA	41	82	1	911	100	364	19	1672	1435	301	679	1223	45	-Fe	1672	674.9	2.48	1.17	sll1456	unknown protein	NA	NA
Chr	TU1019	999036	999265	+	g	NA	NA	17	NA	1	3547	0	422	0	723	651	489	194	640	45	15C	3547	671.1	5.29	4.91	slr1552	unknown protein	NA	NA
Chr	TU1021	999741	999857	+	ai	NA	NA	NA	NA	0	527	33	345	75	209	440	640	660	51	270	-P	660	325	2.03	1.03	NA	NA	TU1020	NA
